Glacier Name (FINAL),Country,State/Province/First Order Administrative Area,Latitude,Longitude,Coverage Spatial,GLIMS ID,Historical or Variant Name,Documentation Notes - CLEAN,Documentation Notes
Gigjökull,Iceland,Suðurland,63.66999,-19.62,"Gígjökull (Suðurland, Iceland, Europe) (glacier); Eyjafjallajökull (Suðurland, Iceland, Europe) (icecap)",,,"NSIDC coordinates / Constructed / No GLIMS / 11/13/2018 KF - Gígjoekull is an outlet glacier of Eyjafjallajökull ice cap, coverage provided for the ice cap as well. See http://www.katlageopark.com/geosites/eyjafjallajokull-gigjokull-steinsholtsjokull/ for more information.","NSIDC coordinates / Constructed / No GLIMS / 11/13/2018 KF - Gígjoekull is an outlet glacier of Eyjafjallajökull ice cap, coverage provided for the ice cap as well. See http://www.katlageopark.com/geosites/eyjafjallajokull-gigjokull-steinsholtsjokull/ for more information."
Gillam Glacier,United States,Alaska,63.6175167,-146.9254024,"Gillam Glacier (Denali - Southeast Fairbanks, Alaska, United States, North America) (glacier)",G212891E63633N,,coordinates GNIS map Mount Hayes C-6; coverage built; glims verified 7/5/18 AM,coordinates GNIS map Mount Hayes C-6; coverage built; glims verified 7/5/18 AM
Gilman Glacier,United States,Alaska,58.8019,-137.0369,"Gilman Glacier (Skagway - Hoonah-Angoon, Alaska, United States, North America) (glacier)",G222984E58831N,,Washburn spreadsheet / Athea 8/2018,Washburn spreadsheet / Athea 8/2018
Girdled Glacier,United States,Alaska,58.9441215,-135.7290431,"Girdled Glacier (Juneau - Hoonah-Angoon, Alaska, United States, North America) (glacier)",G224270E58943N,,coordinates GNIS; coverage built; glims verified 2/13/18 AM North America added 9/27/18 AM,coordinates GNIS; coverage built; glims verified 2/13/18 AM North America added 9/27/18 AM
Glacier Bay,United States,Alaska,,,"Glacier Bay (Skagway - Hoonah-Angoon, Alaska, United States, North America) (bay)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Glacier D'Orny,Switzerland,Valais,45.996892,7.051428,"Glacier d'Orny (Orsieres, Valis, Switzerland, Europe) (glacier)",G007045E45994N,,coordinates & coverage Swiss Glaciers; glims verified 11/07/18 AM,coordinates & coverage Swiss Glaciers; glims verified 11/07/18 AM
Glacier de la Plaine Morte,Switzerland,Bern; Valais,46.3798,7.51662,"Glacier de la Plaine Morte (Lenk - Icogne - Crans-Montana, Bern, Valais, Switzerland, Europe) (glacier)",G007510E46381N; G007541E46383N; G007482E46381N,Plaine Morte Glacier ,"Glacier name changed to reflect Swiss Confederate; coordinates wgms csv; coverage Swiss Confederate https://s.geo.admin.ch/7e3ebdccc7; glims provided for main, E & W from wgms csv 11/14/18 AM","Glacier name changed to reflect Swiss Confederate; coordinates wgms csv; coverage Swiss Confederate https://s.geo.admin.ch/7e3ebdccc7; glims provided for main, E & W from wgms csv 11/14/18 AM"
Glacier Island,United States,Alaska,60.8825,-147.2044444,"Glacier Island (Valdez-Cordova, Alaska, United States, North America) (island)",,,coordinates GNIS; coverage built; no glims 2/9/19 AM,coordinates GNIS; coverage built; no glims 2/9/19 AM
Glacier Lakes,United States,Wyoming,41.377808,-106.2555183,"Glacier Lakes (Albany, Wyoming, United States, North America) (lake)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Glacier National Park,United States,Montana,,,"Glacier National Park (Montana, United States, North America) (national park)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Glacier Peak,United States,Washington,48.1112273,-121.1139922,"Glacier Peak (Snohomish, Washington, United States, North America) (peak)",,,coordinates GNIS; coverage Getty; no glims 8/12/18 AM,coordinates GNIS; coverage Getty; no glims 8/12/18 AM
Gladys Lake,Canada,British Columbia,59.879167,-132.898611,"Gladys Lake (Cassiar Land District, British Columbia, Canada, North America) (lake)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Glarnisch Glacier,Switzerland,Glarus,47.003554,8.990312,"Glarnisch Glacier (Glarus, Switzerland, Europe) (glacier)",,Glärnischfirn,coordinates & coverage Swiss Glaciers; no glims 10/31/18 AM,coordinates & coverage Swiss Glaciers; no glims 10/31/18 AM
Glombreen Glacier,Norway,Nordland,66.85,13.95,"Glombreen (Nordland, Norway, Europe) (glacier)",,Glombreen Glacier; Glaambræ; Glaambræen; Glaambræn; Glaambre; Glåmbræ; Glåmbræen; Glåmbre; Glombræ; Glombræen,"coordinates NGA Geonames / coverage NGA Geonames / no GLIMS 10/24/18 SB, KF verified","coordinates NGA Geonames / coverage NGA Geonames / no GLIMS 10/24/18 SB, KF verified"
Goddard Glacier,United States,California,37.1110483,-118.7059418,"North Goddard Creek (Fresno, California, United States, North America) (creek)",G235799E51061N,,"Coordinates Coordinates & coverage for north goddard creek; coverage built 8/12/18 AM
""Goddard Glacier is located south of Darwin and Mendel glaciers at the headwaters of North Goddard Creek."" Source: http://web.pdx.edu/~basagic/HiSierraRepeatPhoto.pdf Coordinates & coverage for north goddard creek","Coordinates Coordinates & coverage for north goddard creek; coverage built 8/12/18 AM
""Goddard Glacier is located south of Darwin and Mendel glaciers at the headwaters of North Goddard Creek."" Source: http://web.pdx.edu/~basagic/HiSierraRepeatPhoto.pdf Coordinates & coverage for north goddard creek"
Godhavn,Greenland,Qaasuitsup,69.25,-53.55,"Godhavn (Qaasuitsup, Greenland, North America) (inhabited place)",,Godhavn; Iluilek; Kekertarsuak; K'ekertarssuak; Port of Lievely; Qeqertarssuaq,NGA GeoNames / Getty / No GLIMS / 9/26/2018,NGA GeoNames / Getty / No GLIMS / 9/26/2018
Godley Glacier,New Zealand,Canterbury,-43.449583,170.540056,"Godley Glacier (Canterbury, New Zealand, Oceania) (glacier)",G170591E43444S,,"NGA GeoNames / Constructed / GLIMS & Sirguey (correlations list) / 2/8/2018 KF 
GLIMS ID shared (Godley, Ruth, NE)","NGA GeoNames / Constructed / GLIMS & Sirguey (correlations list) / 2/8/2018 KF 
GLIMS ID shared (Godley, Ruth, NE)"
Goldbergkees Glacier,Austria,Goldbergkees,47.04,12.97,"Goldbergkees Glacier (Austria, Europe) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Ghiacciaio di Goletta,Italy,Valle d' Aosta,45.4972,7.055,"Ghiacciaio di Goletta (Valle d' Aosta, Italy, Europe) (glacier)",,Goletta Glacier,coordinates wgms csv; no glims coverage built 11/14/18 AM pdf: http://www.glaciologia.it/wp-content/uploads/Schede_ghiacciai/0148_GOLETTA.pdf,coordinates wgms csv; no glims coverage built 11/14/18 AM pdf: http://www.glaciologia.it/wp-content/uploads/Schede_ghiacciai/0148_GOLETTA.pdf
Golubin Glacier,Kyrgyzstan,Chuy,42.454,74.498,"Golubin Glacier (Chuy, Kyrgyzstan, Asia) (glacier)",G074498E42454N,,GLIMS coordinates / constructed / GLIMS / 11/1/2018 KF,GLIMS coordinates / constructed / GLIMS / 11/1/2018 KF
Goode Glacier,United States,Washington,48.488464,-120.9048316,"Goode Glacier (Chelan, Washington, United States, North America) (glacier)",G239098E48488N,,coordinates GNIS; coverage Getty; glims verified 6/26/18 AM,coordinates GNIS; coverage Getty; glims verified 6/26/18 AM
Goodwin Glacier,United States,Alaska,60.61,-144.9275,"Goodwin Glacier (Valdez-Cordova, Alaska, United States, North America) (glacier)",G215023E60609N,,Washburn spreadsheet / Athea 8/2018,Washburn spreadsheet / Athea 8/2018
Goose Lake,United States,Montana,45.1167689,-109.9138972,"Goose Lake (Park, Montana, United States, North America) (lake)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Gora Kazbek,Georgia,,42.69708,44.51792,"Gora Kazbek (Georgia, Asia) (mountain)",,Mount Kazbek,coordinates & coverage GeoNames 2/19/19 AM,coordinates & coverage GeoNames 2/19/19 AM
Gorner Glacier,Switzerland,Valais,45.969992,7.799855,"Gorner Glacier (Zermatt, Valais, Switzerland, Europe) (glacier)",G007800E45965N,Gornergletscher,coordinates NSIDC; coverage Swiss Glaciers; glims verified 10/24/18 AM - coordinates changed from Swiss Glaciers 10/31/18 AM,corrdinates NSIDC; coverage Swiss Glaciers; glims verified 10/24/18 AM - coordinates changed from Swiss Glaciers 10/31/18 AM
Gracey Creek Glacier,United States,Alaska,56.2209993,-130.5686298,"Gracey Creek Glacier (Prince of Wales-Outer Ketchikan, Alaska, United States, North America) (glacier)",G229432E56221N,,GNIS / Getty / GLIMS / 4/9/2018 KF - all information is correct. 10/24/18 AM glacier does not run through BC/canada boarder if that's why this glacier was highlighted,GNIS / Getty / GLIMS / 4/9/2018 KF - all information is correct. 10/24/18 AM glacier does not run through BC/canada boarder if that's why this glacier was highlighted
Grafjellsbrea Glacier,Norway,Hordaland,60.083,6.399,"Gråfjellsbrea (Hordaland, Norway, Europe) (glacier)",G006408E60078N,Grafjellsbrea Glacier,WGMS / Constructed / GLIMS good 10/25/18 SB - verified KF,WGMS / Constructed / GLIMS good 10/25/18 SB - verified KF
Gran Paradiso Glacier,Italy,Valle d' Aosta,45.515,7.2544,"Gran Paradiso (Cogne, Valle d' Aosta, Italy, Europe) (glacier)",G007256E45516N,,coordinates wgms csv; glims verified 11/14/18 AM Coverage GeoNames 11/15/18 AM http://www.glaciologia.it/wp-content/uploads/Schede_ghiacciai/0130_GRAN_PARADISO.pdf,coordinates wgms csv; glims verified 11/14/18 AM Coverage GeoNames 11/15/18 AM http://www.glaciologia.it/wp-content/uploads/Schede_ghiacciai/0130_GRAN_PARADISO.pdf
Gran Zebrù Glacier,Italy,Lombardy,46.4703,10.5711,"Gran Zebrù Glacier (Sondrio, Lombardy, Italy, Europe) (glacier)",G010569E46471N,,coordinates wgms csv; glims verified coverage built 11/16/18 AM,coordinates wgms csv; glims verified coverage built 11/16/18 AM
Glacier du Grand Désert,Switzerland,Valais,46.068581,7.343001,"Glacier du Grand Désert (Nendaz, Valais, Switzerland, Europe) (glacier)",G007349E46065N,Glacier du Grand Désert; Grand Desert Glacier,coordinates & coverage Swiss Glaciers; glims verified 10/31/18 AM,coordinates & coverage Swiss Glaciers; glims verified 10/31/18 AM
Grand Pacific Glacier,United States,Alaska,59.06390,-137.05830,"Grand Pacific Glacier (Skagway - Hoonah-Angoon, Alaska, United States, North America) (glacier)",G222647E59132N,,coordinates NSIDC database; coverage Getty; glims verified 2/13/18 AM zeros added to lat/long 10/05/18 AM,coordinates NSIDC database; coverage Getty; glims verified 2/13/18 AM zeros added to lat/long 10/05/18 AM
Grand Plateau Glacier,United States,Alaska,58.9727231,-137.7505209,"Grand Plateau Glacier (Yakutat - Hoonah-Angoon, Alaska, United States, North America) (glacier)",G222097E59071N,,GNIS / GLIMS / Getty / 2018/08/13 KF - Mount Fairweather D-6 map - changed coverage to match GNIS 8/17/18 AM,GNIS / GLIMS / Getty / 2018/08/13 KF - Mount Fairweather D-6 map - changed coverage to match GNIS 8/17/18 AM
Grand Teton Glacier,United States,Wyoming,43.4431,-110.4735,"Grand Teton Glacier (Teton, Wyoming, United States, North America) (glacier)",,,coordinates NSIDC; coverage built; no glims ID verified 3/13/18 AM,coordinates NSIDC; coverage built; no glims ID verified 3/13/18 AM
Grand Teton Mountains,United States,Wyoming,43.7513162,-110.884105,"Grand Teton Mountains (Teton, Wyoming, United States, North America) (mountain range)",,,"variant names: Teton Mountain Range; Teton Mountains
GNIS coordinates; coverage built; no glims 8/13/18 AM","variant names: Teton Mountain Range; Teton Mountains
GNIS coordinates; coverage built; no glims 8/13/18 AM"
Granite Cove,United States,Alaska,60.9775,-147.1633333,"Granite Cove (Valdez-Cordova, Alaska, United States, North America) (bay)",,,coordinates GNIS; coverage built; no glims 2/9/19 AM,coordinates GNIS; coverage built; no glims 2/9/19 AM
Granite Creek,United States,Alaska,,,"Granite Creek (Valdez-Cordova, Alaska, United States, North America) (creek)",,,Need coordinates / Washburn spreadsheet (10/4/18 SB: So many Alaska Granite Creek listings in GNIS and Getty),Need coordinates / Washburn spreadsheet (10/4/18 SB: So many Alaska Granite Creek listings in GNIS and Getty)
Grant Glacier (Montana),United States,Montana,48.3232971,-113.7517746,"Grant Glacier (Flathead, Montana, United States, North America) (glacier)",G246248E48325N,,GNIS / constructed / GLIMS / 3/1/2018 KF,GNIS / constructed / GLIMS / 3/1/2018 KF
Grant Glacier (Washington),United States,Washington,48.2262392,-120.8976012,"Grant Glacier (Chelan, Washington, United States, North America) (glacier)",G239102E48226N,,GNIS / Getty / GLIMS / 10/2/2018 EB - Suiattle Pass,GNIS / Getty / GLIMS / 10/2/2018 EB - Suiattle Pass
Grasshopper Glacier (Crazy Peak),United States,Montana,46.0349394,-110.3324193,"Grasshopper Glacier (Park, Montana, United States, North America) (glacier)",,,coordinates GNIS - map name Crazy Peak; coverage built; unable to determine GLIMS 4/4/18 AM,coordinates GNIS - map name Crazy Peak; coverage built; unable to determine GLIMS 4/4/18 AM
Grasshopper Glacier East,United States,Montana,45.0513331,-109.5615557,"Grasshopper Glacier (Carbon, Montana, United States, North America) (glacier)",G250425E45050N,,"coordinates GNIS; coverage built;  GLIMS verified 4/9/18 AM
Glaciers of American West refers to this glacier as Grasshopper Glacier E Beartooth Mountains-Absaroka Range, MT. 4/4/18 AM","coordinates GNIS; coverage built;  GLIMS verified 4/9/18 AM
Glaciers of American West refers to this glacier as Grasshopper Glacier E Beartooth Mountains-Absaroka Range, MT. 4/4/18 AM"
Grasshopper Glacier West,United States,Montana,45.1343033,-109.8838386,"Grasshopper Glacier West (Park, Montana, United States, North America) (glacier) ",G250115E45134N,,"GNIS  / coverage built - 2/03/2018 KT 
GNIS - Map name Little Park Mountain. Glaciers of the American West refers to this glacier as Grasshopper Glacier W - Beartooth Mountains-Absaroka Range, MT.  Adding W to glacier name and removing (Park)  - GLIMS verified 4/4/18 AM ","GNIS  / coverage built - 2/03/2018 KT 
GNIS - Map name Little Park Mountain. Glaciers of the American West refers to this glacier as Grasshopper Glacier W - Beartooth Mountains-Absaroka Range, MT.  Adding W to glacier name and removing (Park)  - GLIMS verified 4/4/18 AM 
"
Gråsubrean,Norway,Oppland,61.657,8.6,"Gråsubrean (Oppland, Norway, Europe) (glacier)",G008600E61657N; G008628E61650N,Grasubreen Glacier; GRÅSUBREEN,WGMS / Constructed / GLIMS good 10/25/18 SB - verified KF,WGMS / Constructed / GLIMS good 10/25/18 SB - verified KF
Gravel Glacier,United States,California,,,"Gravel Glacier (California, United States, North America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ",
Gray Glacier,United States,Alaska,56.0205894,-130.1640496,"Gray Glacier (Prince of Wales-Outer-Ketchikan, Alaska, United States, North America) (glacier)",G229837E56021N,,coordinates GNIS; coverage Getty; glims verified 5/3/18 AM,coordinates GNIS; coverage Getty; glims verified 5/3/18 AM
Great Glacier,United States; Canada,Alaska; British Columbia,56.9382223,-132.1092816,"Great Glacier (Wrangell-Petersburg, Alaska, United States, North America) - (Cassiar Land District, British Columbia, Canada, North America) (glacier)",G227983E56895N,,coordinates NSIDC; coverage built; glims verified 4/4/18 AM,coordinates NSIDC; coverage built; glims verified 4/4/18 AM
Great Karajak Glacier,Greenland,,70.3833,-50.5833,"Great Karajak Glacier (Greenland, North America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Great North Glacier,United States,Washington,48.7773426,-121.8132008,"Great North Glacier (Whatcom, Washington, United States, North America) (glacier)",,,"GNIS (Mount Baker) / Coordinates Constructed / GLIMS (none) / 4/2/2018 KF
Glacier on Mount Baker - may go by another name, or doesn't exist any more.  Couldn't locate in GNIS or GLIMS. ","GNIS (Mount Baker) / Coordinates Constructed / GLIMS (none) / 4/2/2018 KF
Glacier on Mount Baker - may go by another name, or doesn't exist any more.  Couldn't locate in GNIS or GLIMS. "
